0||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
-354420560||
101|c++ Programming|Bjarne Stroustrup
102|Data Structures|Mark Allen Weiss
103|python|John Smith
